komentar,rating
"Sorry penurunan bintang kali ini, semakin hari semakin banyak bug (voice, dsb), dan lebih mengutamakan skin2 baru yang membuat game semakin berat. Parahnya lagi cheat pun msh merajalela, map hack, auto HS, auto aim. Tolong perbaiki, atau semakin lama player Anda akan semakin berkurang.",5
perkembangan match making semakin buruk.terlalu banyak karakter bot.FPS dan MS gak jelas sistem antar pemain kurang fairplay.merugikan buat pemain murni. dan bagaimana mungkin player yang sudah jelas2 bermain curang menggunakan cheat masih bisa dipertimbangkan lagi secara hukum. dimana letak fairplaynya.fairplay yang seperti apa yang anda sajikan untuk pemain.terima kasih,1
"Musuh saya selalu player asli yang sulit, giliran saat tewas/team saya dapat musuh bot yang mudah. loot selalu buruk, frame drop dadakan",1
"Gajelas pusat bantuannya aneh,udah ngajuin aduan permasalahan email gw di hack dan gak bisa login pubg malah gak jelas responnya,padahal udah disetujui aduan gw dan ada pilihan transfer ke email baru tetep aja harus verifikasi ke email lama, mana gak ada chat customer lagi...kalah sama game² lain yang ada chat untuk customer....sampah lama² nih game dan sistemnya",1
"Saya tidak terlalu menyukai pubg, karena saya sudah lama bermain bertahun-tahun tapi gacha skin M416 glasier berapa kali sampai sekarang gak pernah dapat. Ngesek banget, melihat akun orang hanya beberapa bulan main malah dapat",1
"Setelah update malah ngga bisa buka pubg menggunakan jaringan pribadi, hanya bisa menggunakan wifi. Macettt Tolong diperbaiki bug seperti ini",2
"Game pubg ini sih seru,tapi tolong di perbaiki lagi saat terjun dari pesawat masalahnya adalah saat terjun malah lambat banget jadi agak lama buat turun ke tanah tolong di update lagi",2
"Game uda baguss tapi yang buat player Banyak pensi karena terlalu banayk even, 1 lagi ukuran game ini berat dan ada lagi tidak suport yang namanya gfx 🙄🙄 Next berikut krafton, buat TPP nya lebih luas lagi ya Supaya posisi musuh nya ngga bingung di cari🙏🙏",5
"kadang heran selalu ada nmnya bug, kemarin mic sekarang masalah conek ke wifi selalu di bilang main server krjp. jir lah knp gak trobel cek dulu masalah ini ke pengguna.",1
"Gamenya sudah bagus, tapi kenapa HP Iqoo Z9x ga bisa grafik smooth-extreme ya, padahal HP lain yang chipset nya snapdragon 6gen1 pada bisa grafik smooth-extreme, tapi Iqoo Z9x gak bisa.",5
"Gameplay sudah ada peningkatan, tapi server masih buruk. Saat bermain party selalu tertinggal dengan alasan match server did not respond. Sudah pakai wifi+koneksi data yang baik, namun tetap saja...",3
Game nya sudah ok. Yg belum ok itu hanya pembelian nya mahal semua. Kalau seperti saya sih mending gk belik²karna harga karakter nya mahal. Mending belik beras bisa makan sekeluarga. Trimakasih. Maaf aku kasih bintang 3.,3
Saya masi main pubg kenapa cuman map erangel yg Ada ivennya. Seharusnya yg seru itu semua map Ada ivenya. Mohon di perbaiki. Mapnya bila perlu perbaiki juga sarvernya biar nga ngaru pada hp menenga. Dan perbaiki juga gerakan karakternya biar lebi cepat Dan kilnya . Says rasa itu saja.,2
"Semakin update semakin parah, frame nya minta ampun semakin cacat ini game karena kebanyakan fitur terbaru. Event 3.2 buat saya pensi dari PUBG, auto balik lagi ke game sebelah. Dan juga k/d rendah dipertemukan dengan musuh KD tinggi, belum lagi yg fps rendah bisa apa kalo di temukan dengan musuh yang 120fps Makanya banyak player pubg pindah ke game ML. Mohon maaf Buat saya game ini jelek jelek. Mari kita pindah ke game sebelah",1
"Satu hal ""PENTING"" kenapa saya tidak suka main game ini.. Karena ketika musuh depan mata kita tapi kita tidak dapat melihat tiba tiba saja kita sudah knock out. Musuh berhadapan musuh bisa melihat namun kita tidak bisa melihat musuh.. Terlalu sangat manipulatif..!! Provider sengaja menanggapi komentar kita yg sudah di setting otomatis oleh sistem mereka.. Ternyata itu hanyalah akal bulus agar kita tau kesalahan bukan ada pada sistem manipulasi yang mereka Ciptakan. semacam penggiringan opini",1
"Bagus, menantang. Hanya setelah beberapa update kecil"" minggu ini, kok begitu masuk arena, layar jadi putih sebentar, padahal sebelumnya ga. Secara basic bagus, lancar.",5
"Aduh PUBG, agak heran saya soalnya asal buka aplikasi lain lancar lancar, tiba main PUBG kok ngelag brutal. Tolong diperbaiki lagi gamenya tentang masalah sinyal yang sering bikin lag.",3
"Saya ga bisa login karna harus download terlebih dahulu, kenapa mesti pak wifi????????? Dan ko ga bisa pakai data???????? Anda tau kan kalo di derah yang ga ada wifi. Kocak emang PUBG sekarang. Data gw banyak knp mesti harus pakai wifi. Kocak PUBG wajar aja banyak yg pindah. Lama² ga ada yg main. Ga mikir gmna kalo yg ga ada wifi 🧠🧠🧠🧠🧠🧠 MASUK KE GAME AJA GABISA KOCAK.",1
"Pubg mobile emang bagus dari semua game, tapi gua minta tolong ya pubg ini yg bisa main hp yg bagus, kami yg pakek hp kentang kami minta tolong update nya jangan tinggi kali kami juga mau main, ini udah patah² update nya makin tinggi",5
"Sering kli update,, saya sebagai player lama dri season 2 main pubg,, ngak pernah sekali pun maim di even evet terbaru ny,, masih maim di map biasa,, banyak player lain yg beralih krna terlalu sering update,,",1
"tolong dong unlock 60 fps buat dimensity 7020(infinix note 40 pro 5g), masa iya diatasnya helio g99 bisa gk dapet 60 fps, kecewa banget, padahal sebelumnya suka banget sama pubg😡",1
"Gamenya bagus tapi ngeframe dan setiap match lawannya terlalu jago,apa lagi region atw server asia. Terus senjatanya masa udah kena kepala tapi ngga knoc kan aneh.",3
Semakin hari semakin tidak semangat main pugb. Dikarenakan pugb sekarang sekarang musuhnya full BOT dan sepi Player. Dan juga terlalu berat untuk device kelas menengah. Semoga pugb bisa ramai seperti dulu lagi,2
Untuk pubg mobile saya kasih bintang 5 karna saya suka dengan pubg mobile . Walau UC mahal tapi saya suka sama pubgm Untuk gemplay nya sudah sangat bagus hanya untuk grafis di android tolong dibuka HDR karna saya suka grafis tinggi .terima kasi kembali saya mendukung pubg mobile terima kasih,5
"untuk gameplay, tema, dan eventnya udah bagus👍👍👍,Tapi tujuanku ke sini mau request sesuatu. Tolong dong pubg buat Face/Character baru, bosan gweh facenya itu² mulu😮‍💨. Untuk tahun ini dong rilisnya, kalau tahun depan kelamaan🙁.PLISSS UPDATE 3.5 ADA FACE BARU😆😆😆(Face cowo ya jangan cewe mulu😉). Okee itu aja mohon maaf kalau kata-katanya terlalu kasar🙏🙏🙏",3
"Parah musuhnya kaga keliatan. 2kli tembak langsung ko,it Bunyi sejata ada TPI musuhnya entah di mna Huuuh .. parah min.... Untuk yg lainnya sih oke... Geme cakep keren sih pokok nya... Cuma yg di atas aja sih keluhan sya..b",2
"Game terbaik sepanjang masa 🔥 Saran saya tolong perbaiki kalo di event kadang frame kadang bug tolong ya development, Mending Tencent!",5
"kok agak aneh ya, masa di rang bronze malah sering ketemu ama pro player dan lagi pro playernya sultan semua cok ya jelas mati la, kita setim nob semua ini aja baru main, kalau kasih musuh imbang dikit la jangan kayak game sebelah mat nya suka nggk seimbang kalau dikasih saran dia nggk ngerespon cuman sibuk ngurus skin doang",3
"Sangat suka main game ini dibandingkan game yang lain, walaupun kadang kesal waktu begitu mendarat udah langsung di tembakin😁. Seharusnya itu tidak boleh terjadi dalam perang sebab itu adalah kejahatan.🤦‍♀️",5
Tolong beri optimasi pada device iyoo z9 di karenakan grafik yang di sediakan tidak mencapai extreme. Padahal spesifikasi mumpuni untuk bermain di extreme.,3
"Untuk game udah stabil ya tapi ada beberapa bug yang meresahkan seperti komen salah satu orang di bawah, itu benar ada bug nya,ga bisa geser kamera,mohon pihak PUBG di perbaiki nya...",4
"Kenapa ya,tahun demi tahun main PUBG rasanya bosen Apa karena event nya kurang menarik atau gimana ya? Dan seri skin sekarang terlalu berlebihan,ngk kek tahun 2018-2020 kemaren yang seri skinnya Badas/seram bagus lagi. Saran saya sih,mending ganti lagi seri skin nya kek codm biar Badas/seram gitu",3
Saya suka. Progres dari game ini dalam memberikan hiburan di waktu senggang. Permainan nya enak tidak membosankan. Untuk senjata sks dan slr tolong damage nya di upgrade agar tidak susah bersaing dalam batle.,5
"level Infinite, mohon ditindak lanjuti untuk masalah frame drop pada game, karena ini cukup mengganggu, terutama saat terjadi war dengan musuh🙏",5
"tolong ya,kalo.main tdm kenapa ping saya bagus 20 sampe 50 lah,sekali nya main klasik tah itu rank atau apa lah itu ping sampe 250 kadang bagus juga tapi kalo udah ada musuh mangkin parah tu ping nya,kalo main squad kalo kita udah mati asli lah ping nya yang tadi 250 pas udah nontom teman jadi 20 gimna sih itu gak jels pubg ini",2
"Updatetan yg sekarang ini makin ringan tidak kayak updatetan yg lama ,kalo main hp ram 4 sering ngelek dan ngefrem kalo ketemu musuh pro player, pkok nya keren banget semoga di update Tan yg berikut bisa makin agak ringan dari pada ini...",5
saran buat pubg mobile jika map seperti karakin vikendi gak berguna hapus aja. buat apa ada map tapi buat maen di map tersebut susahh nugu ber menit menit tetep gak bisa masuk karna sepi seharusnya pubg ngasih solusi seperti pemain yang kurang di ganti BOT bukan malah kesanya game sepi susah masuk ke gem karna gak ada pemain..,3
"Gua kasih bintang 4, soalnya ga semua device bisa lancar main pubg mobile. Gua sempet vakum main karena device kurang support, tpi Overall udh bagus untuk game battle royal ditambah lagi selalu banyak event dan collab menarik 👍👌😌",4
"di updatean 3.5 kali ini kok speed download di in game itu lemot bnget, ga stabil. padahal speed internet 10mbps±, tolong dong jangan mempersulit,masa iya download cman total 22gb an sampe 6 jam",2
"Nihh game, game berat klo mau main minimal ram 8 ke atas baru enak, jgan nyalahin game fps inilah bnyak bug lah update truslah intinya lo suka game ya main gak suka uninstal, kan masih banyak game lainnya epep sgala macem.",5
Game gak jelas saya sudah bertahan sampe 10 besar dan kil di 10 rata rata tapi ttp pangkat nya turun percuma saya bertahan hingga 10 besar tapi ttp turun percuma saya ngekil klo ttp turun gajelas GAME NYA GAME KOCAAK TOLOOL. SAYA KASI BINTANG 1 FAME GAJELAS,1
"Tolong diperbaiki, handphone saya dapat bermain mobile legend dan free fire, tapi kenapa PUBG mobile sangat berat?? Tidak bisa bergerak di game, hape ku sangat drop, tolong diperbaiki!!!",1
"Game bagus, tapi tolong jadilah yang seperti dulu lagi. Buatlah event yang tidak menyulitkan player serta tetap terealisasinya fair play.",3
"Saya kecewa dengan pubg mobile karena rekaman hasil pertandingan beberapa ada yang tidak terekam dan itu sangat merugikan padahal ada momen bagus,saya sebagai konten kreator sangat kecewa dengan hal itu, tolong di perbaiki 🙏",1
Aku tidak mengerti dengan leletnya game ini... Hampir tiap main lelet trus.. Tiba ²aku ditembak tanpa terkontrol Aku bingung apakah masalah dri HP atau dari situs aplikasi pubg sendiri,4
"Grafis game yang sangat bagus dan sistem yang oke, pemilihan musuh untuk setiap tier bagus,kostum/pakaian beragam dan semua nya bagus👍🏻",5
Tolong kalau mau login jangan dipersulit dengan gambar ilustrasi..saya mau login saja sulit untuk memverifikasi gambar gambar ilustrasi nya padahal password dan username sudah benar,1
Pantas game ini banyak yang meninggalkannya banyak bug jaringan di loby lama loading kaga masuk masuk gamenya juga update sampe 1gb total ful sizenya terlalu besar game pemeras duit jaringan lelet padahal masuk game lain aman aja cuma game pubg yang gak jelas,1
"Gyroscope pas diarahin ke bawan pelan malah naik sndiri diarahin ke atas pelan juga sama malah turun sendiri,, padahal pengaturan gyroscope udh bener ga kebalik. Gyroscope sudah di kalibrasi dan game pubg juga sudah klik perbaiki di awal tapi sama saja",1
Terima kasih untuk pabji sekarang udh bagus banget event gratis pun banyak tapi tolong untuk pihak developer pabji mobile bug nya tolong diperbaiki juga🙏 keluhan saya cuma itu saja selebihnya udh bagus banget 🥰,5
"Gamenya bagus bgt, player keras"" set outfit sama skin senjatanya keren"", sejauh ini main aman aja jarang ada bug yg bener"" ganggu banget.",5
"Maaf kenapa aku kasih bintang tiga karena ada bug, aku kan lagi main nah aku pake bike/sepeda nah aku kan naik tapi gk bisa jalan nah karena itu gw kesal Dan gk bisa keluar,jalan,pungutin, ini gw kesal karena itu gk ada lain-lain cuma itu tapi mohon diperbaiki soal nya ada zona biru nah langsung down gara-gara zona mohon diperbaiki🙏",3
"Game nya udah bagus, 7 hari gak main tiba-tiba ketemu musuh yang rank nya lebih besar, tier gw platinum ketemu yang ace master,,, mohon sesuaikan sama tier yang lebih rendah,,, thank you",3
"Sangat bagus setelah update, mantap👍👍👍👍👍👍 dari sebelumnya, tapi klou boleh,,, pertemukan dengan perlawanan gaming sama gaming , jgn sprt saya pemaulin bot jumpa sama pemain gaming live streaming. Tak wajar",5
"Terimakasih telah mendengarkan keluhan saya yang kemarin sekarang game pubg mobile sudah asik untuk di main kan karena cs yang fast respon dan match yang kondusif, tapi mohon berat kan hukuman player yang afk, terimakasih",5
"Mengapa saya beri bintang 3 ,karena sering terjadi bug parah dan masalah jaringan,padahal di kotaku jaringan bagus, selalu muncul pemberitahuan koneksi buruk.",3
"apalah game pay to win ini hp dengan fps rendah seperti 40fps kalah lawan 120fps,gak adil banget padahal skill sama,sampek² gua harus pakai aplikasi ke 3 buat imbangin lawan 120fps tapi hasilnya di ban,terus harus ganti device gitu?kalau ganti device kasihan ortu gimana pun gua masih anak sekolah jangan samain ama orang kerja,apalagi lawan yang pakai ipad gitu susah banget seperti viewnya ama fpsnya kalah jauh,kalau bisa jangan di ban yang pakai aplikasi ke 2 dan ipad viewnya,biar sama rata",1
pubg sekarang sangat buruk. dulu apk pihak ke tiga tidak bisa masuk ke metro. tapi sekarang apk pihak ke tiga bisa masuk ke metro. dan juga pihak pubg sendiri yg membuat chead. yg di jual. dan player vip tidak bisa di bend. tu sangat buruk bagi player no vip. kalau pihak pubg masih sperti itu. bukan tidak mungkin banyak player pubg akan pensiun dan akan berpindah ke game yg lain.,1
Game sangat bagus dg taktik bermain dan skil penembak Tapi tolong diperingan sedikit setidaknya perang kelas flagship bisa di 60 FPS di grafik smooth dan seimbang agar game play nya terasa lebih adil dan seimbang,5
"Kalau mau login harus atur puzzle gak betul betul gila, jadi malas gua main pubg. Login nya aja susah harus pasang puzzle trus. Mending ku hapus aja ni game",1
Kenapa dengan pubg sekarang saya sering sekali mengalami kekontolan saat saya masuk pertempuran sering sekali tidak mau masuk ke pertempuran padahal sinyal bagus dan kuota saya Masi banyak tapi tidak bisa masuk ke pertempuran harap untuk pihak pap sex Jing nenek lu Yesus kntl di perbaiki,1
Mohon developer game ini ditinggalkan lagi seperti kalau update grafik mapnya harus seperti PC tapi yang hp ram 2 grafik rata kiri saja.MOHON DEVELOPER GAME INI DITINGGALKAN LAGI🙏🙏,4
Jangan terlalu berat pemakain data Update minimal 6 bulan sekali atau setahun. Sudah update banyak makan data sering eror hanya menguntungkan sepihak.,1
"Update bukan tambah bagus malah sering muncul bug tidak bisa keluar dari kendaraan, tidak bisa melompat keluar, senjata tidak menembak dll",2
"Harapan kami para gamer hp ram 4 agar bisa stabil sinyalnya saat ada musuh, setiap kali mau barbar frem yg sangat parah & tidak bise bergerak.",5
"Masalahnya dmna tolong bantu, mau main ada pembaruan 20,45 mb, tiga kali dipembaruan tetep aja ga bisa main dan coba masuk ke 4 kali tetep keluar nyuruh pembaruannya gimana nih tolong musti gimana sebelum kecewa banget...",5
"Tolong perbaiki segera, fps smooth ultra tetap mengalami lag atau patah-patah saat bermain. Ini mengganggu kenyamanan dan keinginan bermain",2
"Sebenarnya males main pubg ini karna dulu akun saya ilang kena heck, sama fb nya juga sampai sekarang udah gk bisa kebuka sama Facebook, padahal saya udah abis uang banyak buat beli skin pubg kalo ada kantor nya di jakarta buat ngelapor mungkin lebih bagus,",1
Saya sangat suka dengan game PUBGM ini..dari musim pertama saya main sampe sekarang gak ada kendala sedikit pun dari game..jadi saya kasih bintang 5..dan buat yang baru download game PUBGM atau baru main. Semoga kalian bisa jadi pro player di game ini dan selamat mencoba. Terima kasih,5
"Tolong di perbaiki lagi game nya, kok bisa sih musuh yg udah di kil terus mati mlah masuk tanah kocak lah, mna gk bisa di looting lagi lawak",1
"Banyak bot, bot nya sakit lagi, udah habis palyer kah? Hapus WOW terus bikin normal bot nya, pasti seruh lagi ini game, gue main dari tahun 2019. Seruh gamenya kalo normal lagi meskipun main solo",3
"Game paling favorit dari dulu , tapi event 2 nya males maininnya , gak seru , sebenarnya lebih suka pubg yg dulu ketimbang sekarang , tapi karena game kesukaan ya mau gimana , mainin aja , sampai winner winner chicken dinner",5
"Tolong diperbaiki bug bugnya, dan ada satu yang bikin jengkel banget. yaitu randomnya, kasih random yang bener dong",3
Game ini sangat bagus TDK burik dan punya pintu selain itu grafik di game hd ini dapat memberikan saya sensasi bermain yang sangat nyaman di pandang karna dukungan grafik dan pemandangan alam di game ini sangat memanjakan mata dan TDK membuat mata sakit dan bengkak,5
Skarang ga sperti dulu..kalau live voice ga suara nya pasti ga kedengeran suara mobill .kalau awal dulu bagus bnget. Ngobrol bisa jelas suara kaki musuh..suara mobil muauk,2
"Game banyak bug, masa temen mati jatuh dri mobil, kita malah ga bisa gerak, kan bukan kita yg melukai teman game rusak",1
Tolong notifikasinya jgn di kirim pas game sedang berjalan . Karena ganggu tombol fire . Pas apk ranning jgn apalagi pas pus rank clasic jangan notif ultimate rank aviable . Plisss,4
Gw aslinya pemain old yg fakum dari sebelum covid-19 udah berhenti dan ini main lagi di 2024 oktober ya kemungkinan 5 tahun yg lalu gw main yang kecewa itu kenapa iklanya di tiktok itu lucinta luna dari ALANWALKER KO KE LUCINTA LUNA???? jauh bangettttt intinya kecewa BERAT sama tencen,1
"pengalaman bermain yang buruk saya hapus dan stop main pubg mobile. Developer tidak benar benar memberikan yang terbaik, mereka hanya suka membalas keluhan pelanggan tanpa menyelesaikan masalahnya.",1
"setelah update terakhir, makin sering gangguan jaringan, lag & terutama playlab sekarang dibatasi.",1
"Coba jelaskan tim developer. Kenapa game pas masuk tiba tiba keluar sendiri.? Ram HP emang kecil 8gb, tp masih banyak kosong. Apa permasalahanya? Ditunggu secepatnya",2
Game PUBG Mobile adalah game favorit saya👍Harapan saya setiap kali di Update sudah Tidak ada lagi Bug ataupun Chiter nya dan juga lebih ramah di Handphone Spek Rendah.👌,4
"Saranku min buat hp mid range bukain lah 90 fps,biar kami bisa merasakan game yg bagus biar semua hp mid range bisa main,kan bagus klo pemainnya banyak kan",3
"Kurang memuaskan Kenapa kalau sudah Ace master sering kali ngelag ada ngebuf ? Tolong lah ketua , tau nya awak cuman sekedar main bukan kayak live streming yang lebih di utamakan Kalau udah jumpa sama sultan yang sering banyak top up selalu ngelag atu nge buf Dan kalau mau turun ke event pun susah kali Tolong yh ketua dah 6 tahun aku main loh",2
"Untuk sekarang sudah lebih baik,tidak ada frame drop di zona akhir, terimakasih developer karena telah memperbaiki gamenya.",5
"Dari dulu mulai ada games pubg mobile sampai sekarang aku tetap setiah dan terus memainkan pubg mobile ini, tapi tolong dong akhir akhir ini aku sering ngeleg, tolong di perbaiki. Terima kasih",5
"Player Pubg udah pada sepi. Di Rank Ace kebanyakan Bot yang maen, di bagian konten event juga sama sekali ga seru, reward nya kaga sesuai",3
"game nya seru tapi game nya juga sangat berat, pengalaman saya main pubg selalu di bantu script smooth ultra. tolong ringan kan lagi game nya agar hp menengan ke bawah bisa main lebih enak dan lancar",2
"Min sekarang kok gantian yang ngebug bagian microphone yang tidak berfungsi, saya kesusahan untuk berinteraksi saat bergabung team, suara team kita gak ada, dan kita tidak bisa berkomunikasi, TOLONGLAH MINN",5
Saya telah bermain PUBG sejak awal rilis nya dan saya rasa mungkin developer dari game ini harus membuat event dengan tema yg lebih seru dan menegangkan lagi . Saya harap ada weapon skin dan perlengkapan baju 1 Set yg keren,5
"Saran animasi yang tidak perlu dan detail kecil yang tidak perlu dihapus, atau di buat setting yang bisa di aktifkan agar mengurangi frame drop",1
"Kepada Yth. Tencent Setelah Saya Melapor Soal Masalah Server,Dan saya mengikuti Petunjuk Yang diberikan Dan Sampai Saat Ini Tidak ada PERKEMBANGAN Ataupun KEMAJUAN Di Game ini, Walau pun Saya Sudah Memakai WiFi Note: TOLONG TAMBAHKAN servernya Seperti Server Indonesia Dan Lainnya Agar Pemain lain Tidak Tergantung Pada server Asing/ Server Padat Pengguna. SEKIAN TERIMAKASIH🙏🙏 ~ImMochil",5
"gw suka game ini karena seru dan playernya asik selama gw main gak di ejek, tapi tolong ya, saat gw main rank di platinum gw ketemu yg udh crown sampe ace master gila sih gmn cara gw ngelawan susah brow",5
"Updated terbaru malah susah log in.. Susah masuk.. Banyak bug, pengembangnya bego!! Stupid!!",1
"Download 1 GB lebih ,masuk game loading nunggu sampe 100 mb ,udah di game download data lagi 1gb , kapan gw main nya astaga , belum juga mulai udah di arahin download ini itu TAIK ,ml epep aja gak gitu",1
"padahal internet saya lancar tapi kok mau DC sendiri ya, ini bug atau apa sih, ganggu banget asli",1
"Setiap mulai matchmaking persentase loading stuck di 65%, padahal memainkan game sebelah aman aman saja sinyal nya, perbaiki bug ini secepat nya",2
"Makin diupdate makin makin berat gamenya.. ngelag mulu juga.. udah gamenya gak bagus, jelek, mending maen game lain aja",2
"Kenapa sudah di update, pas main sering keluar sendiri, Padahal sinyal nya Bagus, padahal udh seruh 🙄",3
"Matcmaking diperbaiki min, yakali platinum dikasih musuh jago2, gw yg pengen main santai keburu mati mulu, ya ga masalah sih dikatain cupu tapi gmn ya, sesuaiin lah bro",1
"Email sama password sudah benar, habis itu mencocokkan gambar sampai 1 jam belum selesai. Tidak bisa masuk. Terlalu dipersulit login nya, coba dipermudah. Ruwet, login aja ga jelas,,,",1
Kenapa bug ini game gak bisa on mic kalo pke wifi???? weeeee benerin dlu lah on big mic nyaa,2
Masak aku mau mulai pertanding nganselalu server tidak merespon padahal sinyal bagus data lancar semua lancar kenapa ini ko bisa,2
"Makin kesini bugnya makin banyak babi,dari mulai bug mic,bug ga ada step,Mark step&fire arahnya juga kadang ga keliatan",1
bang tolong kalau update nya tuh jangan besaran dong ramnya kasian nih hp ram 4 bang tolong ya dikurangi kebesaran ruangnya 🙏,3
Terima kasih sangat mengesankan... Tapi update terbaru baterai cepat panas.. Overall good job... Mantap 🙏🏼🙏🏼🙏🏼,5
Saya kurang suka dengan metro royale dikarenakan terlalu banyak Campers bahkan di start game sudah dibunuh.,1
"Habis update malah nga bisa login,gimana mau main kalo nga bisa masuk Paraahhhhhh",1
Game nya bagus grafik nya memanjakan mata game play nya hampir gak ada bug semoga developer game nya sehat selalu amin,5
Game nya asik dan woreit menyenangkan dan tidak membosankan walaupun kadang ada bug nya tapi tetep seru kok,5
"jelek, grafik burik,musuh nya susah,gak ada yg istimewa, SEMOGA DENGAN INI PUBG DI HAPUS KAN DARI PLAY STORE",1
"Tolong benerin dulu bug di dalam game masih banyak. Masa, saya turun dari bukit terlempar jauh sampe knock",3
Harap untuk menghilangkan fitur mode offline karena banyak orang malas bermain akibat menggunakan mode offline,1
Gem nya sudah bagus dan saya suka memain kan nya tetapi masih ada kekurangan yaitu gemnya terlalu berat,2
"Makin hari makin parah sering ngeleg,,,fps turun naik,,,setelah diupdate makin hancur ni game",1
apk tiba-tiba sering kekuar apa ini sejenis bug atao apa tolong diperbaiki kalo ini bug soalnya sangat menggau,4
"Update sekarang banyak bug nya,terutama bug fps yang sering frame drop",3
Game ini sh sda bagu tapi ini game sya ada tulisa apa ini ktanya dowload paused because wifi diestabel tlong di perbaki ya biar kmi kasi binta lima skran kmi kasi dlu binta 3 ni,3
"Kenapa ya sudah beberapa kali diperbaharui kok belum bisa juga masuk ke akun fb,mana berat lagi datanya..",1
Terimakasih telah membuat ivent dengan hadiah kostum bagus di update sekarang dan terjangkau pertahankan terus kedepannya,5
Setelah pilih karakter kok ga bisa masuk.mana donload data udah 2kali lagi,1
"Niat Mau MAIN Malah jadi .males Akhirnya Ribet dan Hapussssssss Saya dari tadi mau Daftar saja Pakai email dan nomor Hp tidak ada Balasan ini Game kok bikin susah,,sudah Isi email Ndk ada Blasan NOTIFIKASI ISI nmor HP kejadian sama hanya suruh isi Puzzzle terus menunggu 1 menit ini Game knp bgini download lama ah ndk menarik suruh update. Main lain nya saja",1
parah masa ram pinyimpanan masih banyak tpi suka keluar sendiri trus kalo lgh main padahal dllu mah enak bgt lancar sekarng jadi kebanyakan updet,1
"Setelah update malah sering ngelack, apa lagi diwaku tinggal 10 orang pasti ngelack atau g gt keluar sendiri, makin parah........",1
Gak ada tanda step musuh cuman ada suaranya dan langsung muncul musuh tidak sesuai.,1
"Saya bermain di tahun 2017 masa mas Alan Walker dan Resident Evil pas waktu itu. Dan sampai sekarang masih main, okelah!",5
Sangat baik tapi saya harap pubg dapat meringan kan sedikit biar lebih enak dan bayak peminat nya kayak dulu kasiyan lah sama orang yg gk jadi download gara gara terlalu berat jadi nya beralih ke gem sebelah,4
"Sampah banyak bug bukanya di benerin malah nambah skin, dasar kapitalis, game lo rusak noh berak masa baru turun stuck di rooftop",1
"Event ice malah bikin stuck player , ga jelas banget niat bikin barikade malah nyusahin player itu sendiri , di tembak dikit juga hancur",1
"Gamenya Bagus menarik,,serta eventnya lumayan banyak,,tp kalau Bisa Hadirkan Glowal kayak FF",5
Ada bug musik event pohon natal terus berbunyi walaupun sudah keluar dari eventnya Sangat mengganggu karna suara musik dilobby dan musik event pohon natal berbunyi bersamaan,1
GK bisa di buka padahal jaringan aman2 aja. Masalah jaringan trus.tolong perbaiki bos,1
"Hebat...Tapi harus mempunyai banyak ruang😌,Bagus,rekomendasi untuk game battlegrounds",5
makin ancur . sistem pubg semenjak d pegang krafton . mau nautkan link atau sosmed lain gak bsa malah securty check trs . ayok dong d perbaiki yang bener,1
"Maaf min, kenapa pubg saya ga bisa dibuka ya di infinix GT 10 pro?, padahal ram sama memori aman semua?",3
"2 akun hilang ga bisa login, kacau sekarang pabji. Mending dulu sama tencent!",3
game nya seru asik tapi sayang nya gw ga dapet 60fps kenapa ya tolong dong fps nya selalu naik turun,5
Lama2 tolol game pembaharuan doank tapi banyak ngebug ya uninstal rame2 aja kawan udh makin ga jelas pubg skrg cuman cari cuan buat upgrade doank nih game,1
Kenapa setiap update selalu download full.... Apa semua datanya dirubah... Atau smartphone saya yang salah...,5
"Tolong dong perbaiki jaringannya, di loby lancar tapi di game nya sering naik ping nya",3
Saya suka gam nya tapi pas saya ngak punya skin cepet star nya tapi pas udah punya skin eh malah lama gua tinggal makan aja bisa tolong di baca min,5
Setelah update jaringan nya sangat buruk sekali tolong d perbaiki.pugb Tencent krafton game sangat buruk sekali,1
"Dear Developer,saya kesulitan untuk login melalui Email dikarenakan CAPTCHA tidak bekerja dengan optimal sehingga akan merugikan akun saya.tolong diperbaiki untuk akses login saya.Terima kasih",5
Tolong untuk game nya di kasih mode hujan juga dong di map yang ngak ada saljunya,5
ngasih musuh kok yang susah ga ngotak baru turun mati baru turun mati gitu trus sampe pengin banting hp sedangkan saya pemula 3bulan,4
game keren tpi sayng selalu keluar trus padahal ram hp 6 masih banyak ruangan nya tpi tetep keluar trus klo lgh main,5
Kenapa yah pas mau login kok tiba-tiba berhenti padahal jaringannya stabil-stabil aja,2
Tolong perbaiki saat mau masuk ke game serong kali ngak bisa masuk,3
"Tolong diperbaiki lgi login emailnya developer, saya tidak bisa login ini",1
"Alhamdulilah mantap untuk ini dan ditemukan dengan lawan yg sesuai skil, bozz lah pokoknya mantul tetap stay digame ini sampai saat ini ☺",5
Lagi main tiba tiba gangguan server ..layar keluar dari pertandingan ..bikin kesal aja,4
"Bintang 2 , pdahal jaringan saya bagus, tapi game nya aja yg lag, tiap main 177 ms mulu",2
"Puass banget sekarang pubg mobile nya ,semenjak Apdet terbaru saya suka sekali dan seruu main sama temen temen Deket .",5
"Bagus,tapi tolong fitur giroskopnya aktifkan untuk semua perangkat hp",1
"mantap seru abis ringan pula gak memakan banyak penyimpanan ,, saya harap developer papih tencent menambahkan event resident evil 4 remake ya 🙏",5
