komentar,sentiment
"kok agak aneh ya, masa di rang bronze malah sering ketemu ama pro player dan lagi pro playernya sultan semua cok ya jelas mati la, kita setim nob semua ini aja baru main, kalau kasih musuh imbang dikit la jangan kayak game sebelah mat nya suka nggk seimbang kalau dikasih saran dia nggk ngerespon cuman sibuk ngurus skin doang",neutral
"Sangat suka main game ini dibandingkan game yang lain, walaupun kadang kesal waktu begitu mendarat udah langsung di tembakin😁. Seharusnya itu tidak boleh terjadi dalam perang sebab itu adalah kejahatan.🤦‍♀️",positive
Tolong beri optimasi pada device iyoo z9 di karenakan grafik yang di sediakan tidak mencapai extreme. Padahal spesifikasi mumpuni untuk bermain di extreme.,neutral
"Untuk game udah stabil ya tapi ada beberapa bug yang meresahkan seperti komen salah satu orang di bawah, itu benar ada bug nya,ga bisa geser kamera,mohon pihak PUBG di perbaiki nya...",positive
"Kenapa ya,tahun demi tahun main PUBG rasanya bosen Apa karena event nya kurang menarik atau gimana ya? Dan seri skin sekarang terlalu berlebihan,ngk kek tahun 2018-2020 kemaren yang seri skinnya Badas/seram bagus lagi. Saran saya sih,mending ganti lagi seri skin nya kek codm biar Badas/seram gitu",neutral
Saya suka. Progres dari game ini dalam memberikan hiburan di waktu senggang. Permainan nya enak tidak membosankan. Untuk senjata sks dan slr tolong damage nya di upgrade agar tidak susah bersaing dalam batle.,positive
"level Infinite, mohon ditindak lanjuti untuk masalah frame drop pada game, karena ini cukup mengganggu, terutama saat terjadi war dengan musuh🙏",positive
"tolong ya,kalo.main tdm kenapa ping saya bagus 20 sampe 50 lah,sekali nya main klasik tah itu rank atau apa lah itu ping sampe 250 kadang bagus juga tapi kalo udah ada musuh mangkin parah tu ping nya,kalo main squad kalo kita udah mati asli lah ping nya yang tadi 250 pas udah nontom teman jadi 20 gimna sih itu gak jels pubg ini",negative
"Updatetan yg sekarang ini makin ringan tidak kayak updatetan yg lama ,kalo main hp ram 4 sering ngelek dan ngefrem kalo ketemu musuh pro player, pkok nya keren banget semoga di update Tan yg berikut bisa makin agak ringan dari pada ini...",positive
saran buat pubg mobile jika map seperti karakin vikendi gak berguna hapus aja. buat apa ada map tapi buat maen di map tersebut susahh nugu ber menit menit tetep gak bisa masuk karna sepi seharusnya pubg ngasih solusi seperti pemain yang kurang di ganti BOT bukan malah kesanya game sepi susah masuk ke gem karna gak ada pemain..,neutral
"Gua kasih bintang 4, soalnya ga semua device bisa lancar main pubg mobile. Gua sempet vakum main karena device kurang support, tpi Overall udh bagus untuk game battle royal ditambah lagi selalu banyak event dan collab menarik 👍👌😌",positive
"di updatean 3.5 kali ini kok speed download di in game itu lemot bnget, ga stabil. padahal speed internet 10mbps±, tolong dong jangan mempersulit,masa iya download cman total 22gb an sampe 6 jam",negative
"Nihh game, game berat klo mau main minimal ram 8 ke atas baru enak, jgan nyalahin game fps inilah bnyak bug lah update truslah intinya lo suka game ya main gak suka uninstal, kan masih banyak game lainnya epep sgala macem.",positive
Game gak jelas saya sudah bertahan sampe 10 besar dan kil di 10 rata rata tapi ttp pangkat nya turun percuma saya bertahan hingga 10 besar tapi ttp turun percuma saya ngekil klo ttp turun gajelas GAME NYA GAME KOCAAK TOLOOL. SAYA KASI BINTANG 1 FAME GAJELAS,negative
"Tolong diperbaiki, handphone saya dapat bermain mobile legend dan free fire, tapi kenapa PUBG mobile sangat berat?? Tidak bisa bergerak di game, hape ku sangat drop, tolong diperbaiki!!!",negative
"Game bagus, tapi tolong jadilah yang seperti dulu lagi. Buatlah event yang tidak menyulitkan player serta tetap terealisasinya fair play.",neutral
"Saya kecewa dengan pubg mobile karena rekaman hasil pertandingan beberapa ada yang tidak terekam dan itu sangat merugikan padahal ada momen bagus,saya sebagai konten kreator sangat kecewa dengan hal itu, tolong di perbaiki 🙏",negative
Aku tidak mengerti dengan leletnya game ini... Hampir tiap main lelet trus.. Tiba ²aku ditembak tanpa terkontrol Aku bingung apakah masalah dri HP atau dari situs aplikasi pubg sendiri,positive
"Grafis game yang sangat bagus dan sistem yang oke, pemilihan musuh untuk setiap tier bagus,kostum/pakaian beragam dan semua nya bagus👍🏻",positive
Tolong kalau mau login jangan dipersulit dengan gambar ilustrasi..saya mau login saja sulit untuk memverifikasi gambar gambar ilustrasi nya padahal password dan username sudah benar,negative
Pantas game ini banyak yang meninggalkannya banyak bug jaringan di loby lama loading kaga masuk masuk gamenya juga update sampe 1gb total ful sizenya terlalu besar game pemeras duit jaringan lelet padahal masuk game lain aman aja cuma game pubg yang gak jelas,negative
"Gyroscope pas diarahin ke bawan pelan malah naik sndiri diarahin ke atas pelan juga sama malah turun sendiri,, padahal pengaturan gyroscope udh bener ga kebalik. Gyroscope sudah di kalibrasi dan game pubg juga sudah klik perbaiki di awal tapi sama saja",negative
Terima kasih untuk pabji sekarang udh bagus banget event gratis pun banyak tapi tolong untuk pihak developer pabji mobile bug nya tolong diperbaiki juga🙏 keluhan saya cuma itu saja selebihnya udh bagus banget 🥰,positive
"Gamenya bagus bgt, player keras"" set outfit sama skin senjatanya keren"", sejauh ini main aman aja jarang ada bug yg bener"" ganggu banget.",positive
"Maaf kenapa aku kasih bintang tiga karena ada bug, aku kan lagi main nah aku pake bike/sepeda nah aku kan naik tapi gk bisa jalan nah karena itu gw kesal Dan gk bisa keluar,jalan,pungutin, ini gw kesal karena itu gk ada lain-lain cuma itu tapi mohon diperbaiki soal nya ada zona biru nah langsung down gara-gara zona mohon diperbaiki🙏",neutral
"Game nya udah bagus, 7 hari gak main tiba-tiba ketemu musuh yang rank nya lebih besar, tier gw platinum ketemu yang ace master,,, mohon sesuaikan sama tier yang lebih rendah,,, thank you",neutral
"Sangat bagus setelah update, mantap👍👍👍👍👍👍 dari sebelumnya, tapi klou boleh,,, pertemukan dengan perlawanan gaming sama gaming , jgn sprt saya pemaulin bot jumpa sama pemain gaming live streaming. Tak wajar",positive
"Terimakasih telah mendengarkan keluhan saya yang kemarin sekarang game pubg mobile sudah asik untuk di main kan karena cs yang fast respon dan match yang kondusif, tapi mohon berat kan hukuman player yang afk, terimakasih",positive
"Mengapa saya beri bintang 3 ,karena sering terjadi bug parah dan masalah jaringan,padahal di kotaku jaringan bagus, selalu muncul pemberitahuan koneksi buruk.",neutral
"apalah game pay to win ini hp dengan fps rendah seperti 40fps kalah lawan 120fps,gak adil banget padahal skill sama,sampek² gua harus pakai aplikasi ke 3 buat imbangin lawan 120fps tapi hasilnya di ban,terus harus ganti device gitu?kalau ganti device kasihan ortu gimana pun gua masih anak sekolah jangan samain ama orang kerja,apalagi lawan yang pakai ipad gitu susah banget seperti viewnya ama fpsnya kalah jauh,kalau bisa jangan di ban yang pakai aplikasi ke 2 dan ipad viewnya,biar sama rata",negative
pubg sekarang sangat buruk. dulu apk pihak ke tiga tidak bisa masuk ke metro. tapi sekarang apk pihak ke tiga bisa masuk ke metro. dan juga pihak pubg sendiri yg membuat chead. yg di jual. dan player vip tidak bisa di bend. tu sangat buruk bagi player no vip. kalau pihak pubg masih sperti itu. bukan tidak mungkin banyak player pubg akan pensiun dan akan berpindah ke game yg lain.,negative
Game sangat bagus dg taktik bermain dan skil penembak Tapi tolong diperingan sedikit setidaknya perang kelas flagship bisa di 60 FPS di grafik smooth dan seimbang agar game play nya terasa lebih adil dan seimbang,positive
"Kalau mau login harus atur puzzle gak betul betul gila, jadi malas gua main pubg. Login nya aja susah harus pasang puzzle trus. Mending ku hapus aja ni game",negative
Kenapa dengan pubg sekarang saya sering sekali mengalami kekontolan saat saya masuk pertempuran sering sekali tidak mau masuk ke pertempuran padahal sinyal bagus dan kuota saya Masi banyak tapi tidak bisa masuk ke pertempuran harap untuk pihak pap sex Jing nenek lu Yesus kntl di perbaiki,negative
Mohon developer game ini ditinggalkan lagi seperti kalau update grafik mapnya harus seperti PC tapi yang hp ram 2 grafik rata kiri saja.MOHON DEVELOPER GAME INI DITINGGALKAN LAGI🙏🙏,positive
Jangan terlalu berat pemakain data Update minimal 6 bulan sekali atau setahun. Sudah update banyak makan data sering eror hanya menguntungkan sepihak.,negative
"Update bukan tambah bagus malah sering muncul bug tidak bisa keluar dari kendaraan, tidak bisa melompat keluar, senjata tidak menembak dll",negative
"Harapan kami para gamer hp ram 4 agar bisa stabil sinyalnya saat ada musuh, setiap kali mau barbar frem yg sangat parah & tidak bise bergerak.",positive
"Masalahnya dmna tolong bantu, mau main ada pembaruan 20,45 mb, tiga kali dipembaruan tetep aja ga bisa main dan coba masuk ke 4 kali tetep keluar nyuruh pembaruannya gimana nih tolong musti gimana sebelum kecewa banget...",positive
"Tolong perbaiki segera, fps smooth ultra tetap mengalami lag atau patah-patah saat bermain. Ini mengganggu kenyamanan dan keinginan bermain",negative
"Sebenarnya males main pubg ini karna dulu akun saya ilang kena heck, sama fb nya juga sampai sekarang udah gk bisa kebuka sama Facebook, padahal saya udah abis uang banyak buat beli skin pubg kalo ada kantor nya di jakarta buat ngelapor mungkin lebih bagus,",negative
Saya sangat suka dengan game PUBGM ini..dari musim pertama saya main sampe sekarang gak ada kendala sedikit pun dari game..jadi saya kasih bintang 5..dan buat yang baru download game PUBGM atau baru main. Semoga kalian bisa jadi pro player di game ini dan selamat mencoba. Terima kasih,positive
"Tolong di perbaiki lagi game nya, kok bisa sih musuh yg udah di kil terus mati mlah masuk tanah kocak lah, mna gk bisa di looting lagi lawak",negative
"Banyak bot, bot nya sakit lagi, udah habis palyer kah? Hapus WOW terus bikin normal bot nya, pasti seruh lagi ini game, gue main dari tahun 2019. Seruh gamenya kalo normal lagi meskipun main solo",neutral
"Game paling favorit dari dulu , tapi event 2 nya males maininnya , gak seru , sebenarnya lebih suka pubg yg dulu ketimbang sekarang , tapi karena game kesukaan ya mau gimana , mainin aja , sampai winner winner chicken dinner",positive
"Tolong diperbaiki bug bugnya, dan ada satu yang bikin jengkel banget. yaitu randomnya, kasih random yang bener dong",neutral
Game ini sangat bagus TDK burik dan punya pintu selain itu grafik di game hd ini dapat memberikan saya sensasi bermain yang sangat nyaman di pandang karna dukungan grafik dan pemandangan alam di game ini sangat memanjakan mata dan TDK membuat mata sakit dan bengkak,positive
Skarang ga sperti dulu..kalau live voice ga suara nya pasti ga kedengeran suara mobill .kalau awal dulu bagus bnget. Ngobrol bisa jelas suara kaki musuh..suara mobil muauk,negative
"Game banyak bug, masa temen mati jatuh dri mobil, kita malah ga bisa gerak, kan bukan kita yg melukai teman game rusak",negative
Tolong notifikasinya jgn di kirim pas game sedang berjalan . Karena ganggu tombol fire . Pas apk ranning jgn apalagi pas pus rank clasic jangan notif ultimate rank aviable . Plisss,positive
Gw aslinya pemain old yg fakum dari sebelum covid-19 udah berhenti dan ini main lagi di 2024 oktober ya kemungkinan 5 tahun yg lalu gw main yang kecewa itu kenapa iklanya di tiktok itu lucinta luna dari ALANWALKER KO KE LUCINTA LUNA???? jauh bangettttt intinya kecewa BERAT sama tencen,negative
"pengalaman bermain yang buruk saya hapus dan stop main pubg mobile. Developer tidak benar benar memberikan yang terbaik, mereka hanya suka membalas keluhan pelanggan tanpa menyelesaikan masalahnya.",negative
"setelah update terakhir, makin sering gangguan jaringan, lag & terutama playlab sekarang dibatasi.",negative
"Coba jelaskan tim developer. Kenapa game pas masuk tiba tiba keluar sendiri.? Ram HP emang kecil 8gb, tp masih banyak kosong. Apa permasalahanya? Ditunggu secepatnya",negative
Game PUBG Mobile adalah game favorit saya👍Harapan saya setiap kali di Update sudah Tidak ada lagi Bug ataupun Chiter nya dan juga lebih ramah di Handphone Spek Rendah.👌,positive
"Saranku min buat hp mid range bukain lah 90 fps,biar kami bisa merasakan game yg bagus biar semua hp mid range bisa main,kan bagus klo pemainnya banyak kan",neutral
"Kurang memuaskan Kenapa kalau sudah Ace master sering kali ngelag ada ngebuf ? Tolong lah ketua , tau nya awak cuman sekedar main bukan kayak live streming yang lebih di utamakan Kalau udah jumpa sama sultan yang sering banyak top up selalu ngelag atu nge buf Dan kalau mau turun ke event pun susah kali Tolong yh ketua dah 6 tahun aku main loh",negative
"Untuk sekarang sudah lebih baik,tidak ada frame drop di zona akhir, terimakasih developer karena telah memperbaiki gamenya.",positive
"Dari dulu mulai ada games pubg mobile sampai sekarang aku tetap setiah dan terus memainkan pubg mobile ini, tapi tolong dong akhir akhir ini aku sering ngeleg, tolong di perbaiki. Terima kasih",positive
"Player Pubg udah pada sepi. Di Rank Ace kebanyakan Bot yang maen, di bagian konten event juga sama sekali ga seru, reward nya kaga sesuai",neutral
"game nya seru tapi game nya juga sangat berat, pengalaman saya main pubg selalu di bantu script smooth ultra. tolong ringan kan lagi game nya agar hp menengan ke bawah bisa main lebih enak dan lancar",negative
"Min sekarang kok gantian yang ngebug bagian microphone yang tidak berfungsi, saya kesusahan untuk berinteraksi saat bergabung team, suara team kita gak ada, dan kita tidak bisa berkomunikasi, TOLONGLAH MINN",positive
Saya telah bermain PUBG sejak awal rilis nya dan saya rasa mungkin developer dari game ini harus membuat event dengan tema yg lebih seru dan menegangkan lagi . Saya harap ada weapon skin dan perlengkapan baju 1 Set yg keren,positive
"Saran animasi yang tidak perlu dan detail kecil yang tidak perlu dihapus, atau di buat setting yang bisa di aktifkan agar mengurangi frame drop",negative
"Kepada Yth. Tencent Setelah Saya Melapor Soal Masalah Server,Dan saya mengikuti Petunjuk Yang diberikan Dan Sampai Saat Ini Tidak ada PERKEMBANGAN Ataupun KEMAJUAN Di Game ini, Walau pun Saya Sudah Memakai WiFi Note: TOLONG TAMBAHKAN servernya Seperti Server Indonesia Dan Lainnya Agar Pemain lain Tidak Tergantung Pada server Asing/ Server Padat Pengguna. SEKIAN TERIMAKASIH🙏🙏 ~ImMochil",positive
"gw suka game ini karena seru dan playernya asik selama gw main gak di ejek, tapi tolong ya, saat gw main rank di platinum gw ketemu yg udh crown sampe ace master gila sih gmn cara gw ngelawan susah brow",positive
"Updated terbaru malah susah log in.. Susah masuk.. Banyak bug, pengembangnya bego!! Stupid!!",negative
"Download 1 GB lebih ,masuk game loading nunggu sampe 100 mb ,udah di game download data lagi 1gb , kapan gw main nya astaga , belum juga mulai udah di arahin download ini itu TAIK ,ml epep aja gak gitu",negative
"padahal internet saya lancar tapi kok mau DC sendiri ya, ini bug atau apa sih, ganggu banget asli",negative
"Setiap mulai matchmaking persentase loading stuck di 65%, padahal memainkan game sebelah aman aman saja sinyal nya, perbaiki bug ini secepat nya",negative
"Makin diupdate makin makin berat gamenya.. ngelag mulu juga.. udah gamenya gak bagus, jelek, mending maen game lain aja",negative
"Kenapa sudah di update, pas main sering keluar sendiri, Padahal sinyal nya Bagus, padahal udh seruh 🙄",neutral
"Matcmaking diperbaiki min, yakali platinum dikasih musuh jago2, gw yg pengen main santai keburu mati mulu, ya ga masalah sih dikatain cupu tapi gmn ya, sesuaiin lah bro",negative
"Email sama password sudah benar, habis itu mencocokkan gambar sampai 1 jam belum selesai. Tidak bisa masuk. Terlalu dipersulit login nya, coba dipermudah. Ruwet, login aja ga jelas,,,",negative
Kenapa bug ini game gak bisa on mic kalo pke wifi???? weeeee benerin dlu lah on big mic nyaa,negative
Masak aku mau mulai pertanding nganselalu server tidak merespon padahal sinyal bagus data lancar semua lancar kenapa ini ko bisa,negative
"Makin kesini bugnya makin banyak babi,dari mulai bug mic,bug ga ada step,Mark step&fire arahnya juga kadang ga keliatan",negative
bang tolong kalau update nya tuh jangan besaran dong ramnya kasian nih hp ram 4 bang tolong ya dikurangi kebesaran ruangnya 🙏,neutral
Terima kasih sangat mengesankan... Tapi update terbaru baterai cepat panas.. Overall good job... Mantap 🙏🏼🙏🏼🙏🏼,positive
Saya kurang suka dengan metro royale dikarenakan terlalu banyak Campers bahkan di start game sudah dibunuh.,negative
"Habis update malah nga bisa login,gimana mau main kalo nga bisa masuk Paraahhhhhh",negative
Game nya bagus grafik nya memanjakan mata game play nya hampir gak ada bug semoga developer game nya sehat selalu amin,positive
Game nya asik dan woreit menyenangkan dan tidak membosankan walaupun kadang ada bug nya tapi tetep seru kok,positive
"jelek, grafik burik,musuh nya susah,gak ada yg istimewa, SEMOGA DENGAN INI PUBG DI HAPUS KAN DARI PLAY STORE",negative
"Tolong benerin dulu bug di dalam game masih banyak. Masa, saya turun dari bukit terlempar jauh sampe knock",neutral
Harap untuk menghilangkan fitur mode offline karena banyak orang malas bermain akibat menggunakan mode offline,negative
Gem nya sudah bagus dan saya suka memain kan nya tetapi masih ada kekurangan yaitu gemnya terlalu berat,negative
"Makin hari makin parah sering ngeleg,,,fps turun naik,,,setelah diupdate makin hancur ni game",negative
apk tiba-tiba sering kekuar apa ini sejenis bug atao apa tolong diperbaiki kalo ini bug soalnya sangat menggau,positive
"Update sekarang banyak bug nya,terutama bug fps yang sering frame drop",neutral
Game ini sh sda bagu tapi ini game sya ada tulisa apa ini ktanya dowload paused because wifi diestabel tlong di perbaki ya biar kmi kasi binta lima skran kmi kasi dlu binta 3 ni,neutral
"Kenapa ya sudah beberapa kali diperbaharui kok belum bisa juga masuk ke akun fb,mana berat lagi datanya..",negative
Terimakasih telah membuat ivent dengan hadiah kostum bagus di update sekarang dan terjangkau pertahankan terus kedepannya,positive
Setelah pilih karakter kok ga bisa masuk.mana donload data udah 2kali lagi,negative
"Niat Mau MAIN Malah jadi .males Akhirnya Ribet dan Hapussssssss Saya dari tadi mau Daftar saja Pakai email dan nomor Hp tidak ada Balasan ini Game kok bikin susah,,sudah Isi email Ndk ada Blasan NOTIFIKASI ISI nmor HP kejadian sama hanya suruh isi Puzzzle terus menunggu 1 menit ini Game knp bgini download lama ah ndk menarik suruh update. Main lain nya saja",negative
parah masa ram pinyimpanan masih banyak tpi suka keluar sendiri trus kalo lgh main padahal dllu mah enak bgt lancar sekarng jadi kebanyakan updet,negative
"Setelah update malah sering ngelack, apa lagi diwaku tinggal 10 orang pasti ngelack atau g gt keluar sendiri, makin parah........",negative
Gak ada tanda step musuh cuman ada suaranya dan langsung muncul musuh tidak sesuai.,negative
"Saya bermain di tahun 2017 masa mas Alan Walker dan Resident Evil pas waktu itu. Dan sampai sekarang masih main, okelah!",positive
Sangat baik tapi saya harap pubg dapat meringan kan sedikit biar lebih enak dan bayak peminat nya kayak dulu kasiyan lah sama orang yg gk jadi download gara gara terlalu berat jadi nya beralih ke gem sebelah,positive
"Sampah banyak bug bukanya di benerin malah nambah skin, dasar kapitalis, game lo rusak noh berak masa baru turun stuck di rooftop",negative
"Event ice malah bikin stuck player , ga jelas banget niat bikin barikade malah nyusahin player itu sendiri , di tembak dikit juga hancur",negative
"Gamenya Bagus menarik,,serta eventnya lumayan banyak,,tp kalau Bisa Hadirkan Glowal kayak FF",positive
Ada bug musik event pohon natal terus berbunyi walaupun sudah keluar dari eventnya Sangat mengganggu karna suara musik dilobby dan musik event pohon natal berbunyi bersamaan,negative
GK bisa di buka padahal jaringan aman2 aja. Masalah jaringan trus.tolong perbaiki bos,negative
"Hebat...Tapi harus mempunyai banyak ruang😌,Bagus,rekomendasi untuk game battlegrounds",positive
makin ancur . sistem pubg semenjak d pegang krafton . mau nautkan link atau sosmed lain gak bsa malah securty check trs . ayok dong d perbaiki yang bener,negative
"Maaf min, kenapa pubg saya ga bisa dibuka ya di infinix GT 10 pro?, padahal ram sama memori aman semua?",neutral
"2 akun hilang ga bisa login, kacau sekarang pabji. Mending dulu sama tencent!",neutral
game nya seru asik tapi sayang nya gw ga dapet 60fps kenapa ya tolong dong fps nya selalu naik turun,positive
Lama2 tolol game pembaharuan doank tapi banyak ngebug ya uninstal rame2 aja kawan udh makin ga jelas pubg skrg cuman cari cuan buat upgrade doank nih game,negative
Kenapa setiap update selalu download full.... Apa semua datanya dirubah... Atau smartphone saya yang salah...,positive
"Tolong dong perbaiki jaringannya, di loby lancar tapi di game nya sering naik ping nya",neutral
Saya suka gam nya tapi pas saya ngak punya skin cepet star nya tapi pas udah punya skin eh malah lama gua tinggal makan aja bisa tolong di baca min,positive
Setelah update jaringan nya sangat buruk sekali tolong d perbaiki.pugb Tencent krafton game sangat buruk sekali,negative
"Dear Developer,saya kesulitan untuk login melalui Email dikarenakan CAPTCHA tidak bekerja dengan optimal sehingga akan merugikan akun saya.tolong diperbaiki untuk akses login saya.Terima kasih",positive
Tolong untuk game nya di kasih mode hujan juga dong di map yang ngak ada saljunya,positive
ngasih musuh kok yang susah ga ngotak baru turun mati baru turun mati gitu trus sampe pengin banting hp sedangkan saya pemula 3bulan,positive
game keren tpi sayng selalu keluar trus padahal ram hp 6 masih banyak ruangan nya tpi tetep keluar trus klo lgh main,positive
Kenapa yah pas mau login kok tiba-tiba berhenti padahal jaringannya stabil-stabil aja,negative
Tolong perbaiki saat mau masuk ke game serong kali ngak bisa masuk,neutral
"Tolong diperbaiki lgi login emailnya developer, saya tidak bisa login ini",negative
"Alhamdulilah mantap untuk ini dan ditemukan dengan lawan yg sesuai skil, bozz lah pokoknya mantul tetap stay digame ini sampai saat ini ☺",positive
Lagi main tiba tiba gangguan server ..layar keluar dari pertandingan ..bikin kesal aja,positive
"Bintang 2 , pdahal jaringan saya bagus, tapi game nya aja yg lag, tiap main 177 ms mulu",negative
"Puass banget sekarang pubg mobile nya ,semenjak Apdet terbaru saya suka sekali dan seruu main sama temen temen Deket .",positive
"Bagus,tapi tolong fitur giroskopnya aktifkan untuk semua perangkat hp",negative
"mantap seru abis ringan pula gak memakan banyak penyimpanan ,, saya harap developer papih tencent menambahkan event resident evil 4 remake ya 🙏",positive
"Tolong untuk pubg kedepannya, dipisahin dong yg 90 fps keatas player hp kentang pada GK kuat kalo suruh ngadepin kek gitu pada menjerit,tersiksa too soon mulu",negative
Mohon maaf nih min kasih rating rendah soalnya kenapa ya kalo maen dan login ada bacaan server tidak merespon padahal mah main game lain lancar aja min,negative
Min ini game bagus cuma agak banyak bug ya min nanti pas update tolong min ilangin bug nya min🙏,positive
Sering ngebak kadang gak bisa masuk lagi mach gadang keluar sendiri pas lagi main,negative
Buat PUBG tolongdong match making di mode Metro Royal di perbaiki masa saya harus nunggu 30 mnt baru main semakin malas buat main Pubg lagi,negative
"Kenapa gak bisa di ajukan [Gugatan] ya pas login ke akun, gimana caranya unbanned akun Klo ga bisa",negative
kenpa akun saya bsa tdk di jga dg baik byk hetres dan sukuriti police mala menggunakan hak akun peribadi yg saya miliki mana penjaga keamanan nya demen di curi data akun di ambil bagai mana sih,positive
"Ayo lah dev masa saya baru nyampe ace•dominator malah dikasih musuh top global, ngotak dikit lah yang setara gitu kek",neutral
masih sama percuma ganti grafik hp saya sudah tidak kuat dan game ini terlalu berat untuk hp saya 😭,negative
"Yg afk siapa yang kena peringatan siapa, harus nunggu 1 jam baru bisa maen, dah lah bagus ku hapus aja lah.",negative
"Ku harap mode WOW dihapus, karna tidak sesuai dengan tema PUBG yang sangat bertempurnya sadis trimakasih",positive
Pengalaman bermain sangat buruk jaringan naik turun kualitas grafik sudah paling rendah,negative
Penyimpanan memori lagi penuh malah disuruh Download grafik mana 1000 mb lebih yang bener aja rugi dong,neutral
Ini game ngapa dah perkara ganti bahasa terus mau masukin akun lewat fb malah blank putih doang jdi ga bisa masuk ke akun,negative
abis update gak tambah lancar malah sering Lag..... dan lagi makin banyak cheternya... ayolah tencent perhatikan keluhan kami....,positive
Seru aja tapi musuhnya banyak banget jadi kalo main pasti lama,positive
"Pubg Kog sering ngbug, masuk main susah banget, Selalu tiap kali masuk selalu katanya Kode Eror..ini kenapa seh..",positive
"Game ya okelah, lumayan HD sama rada realistik meskipun jarang win tapi tetep oke sih😅",positive
game nya keren banget..cuma sayangnya doang hp kurang mumpuni jadi jarang main,positive
Waktu saya menggunakan Scop untuk menembak saya scop nya ga bisa diam padahal saya sudah tekan layarnya..erorr banget,negative
Haii tencent.usull untuk player yang kena ban.kasih pemutihan biar bisa main akun lama lagi.dan ga ulang curang lagi.,neutral
"Terkadang suka nge blind. Tiba"" keluar rumah sendiri kek gitu lah. Tapi bagus sih👌",positive
"Sangat bagus sekali saya sudah bermain kurang lebih 3 bulan, tetapi kenapa akun sya bisa hilang setelah seminggu tidak aktif",positive
"Kenapa samsung a05 ram 6 gak bisa pake giroskop,, padahal dulu main pke ram 3/4 aja bisa pake giroskop",negative
"udh g seru kayak dulu tier Ace master aja musuhnya masih bot,kalau dulu mah tier diamond aja serasa lgi pmpl",negative
Lumayan tapi kok aku baru main musuhnya susah banget ya padahal baru main kedua kali loh,positive
"tolong bugnya di perbaiki, jgn cuma mentingin event mulu,.",positive
"Game sudah bagus sudah nyaman dimain kan , jika berkenan kenapa tidak colab dengan nanatsu no taizai",positive
"Tolong jangan terlalu sulit, terkadang musuh sulit dan grafik cacat",positive
Aku gak bisa login bg tolong aku bisa login lagi bg plis bg aku mau main pubg lagi plis lah tolong aku aku baru download gak bisa masuk gimana ni tolong dong agar bisa main lagi bantuin aku dong bg tolong ya ten cennnnnn tolong masuk lagi,negative
"game nya seru daripada ff kalo ff buriq, sampah, 8bit, busuk, gk layak di mainin, otak jkt garena nya pokok nya pubg nomer 1",positive
"Aneh, pas main tiba² lobby. Padahal koneksi bagus",neutral
app nya bagus tapi tolong akun saya jangan di ban lagi padahal saya bermain dengan secara normal tida ada kecurangan...,positive
kadang login cuma cek grafik dan logout lagi.pengguna hp kentang bukan sultan,neutral
"Event sekarang berasa berat, terlebih di event salju, drop, frem sangat",neutral
"kenapa jaringan nya bermasalah terus, pdhl jaringan gw baik baik ajaa tolong dong Tencent di benerin",positive
Mengapa bisa pindah ke akun fb lain. Gmn cara nya pindah ke akun fb lama aku. Gak seprti game lain yg bisa pindah ke akun lain dgn mudah. Makin hari makin malas main gara2 hal sperti ini,negative
Mode assaul terlalu lama masuknya mohon di perbaiki lagii,positive
prasaan abis updte baru ini ada yg ngerasain ga si malah makin parah frame nya?,neutral
suka bug ingame kamera ngestuck ga bisa diputer kanan kiri,negative
"Game tolol, sinyal dan wifi aman aman aja selalu server tidak merespon, gak jelas bikin emosi aja",negative
Tolong sedikit di perbaiki sewaktu download nya agak lama,positive
Pubg udah bagus sih akan tetapi banyak lagi yg akan dikembangkan Bismillah dapet material upgrade m4 Glacier wkwkwk,positive
Kenapa semakin di update jadi sering lag ? Padahal sinyal memadai,neutral
Jika melompat dari ketinggian bisa menggunakan parasut lalu mengapa tidak bisa melompat dari Glider diketinggian?,negative
"Kurangi event2 gak guna, event2 lama gak bisa dihapus buat lag",negative
"Hampir 30 menit cari mach pertandingan gak login-login , apa udh jarang ya yg main PUBG ...",neutral
Sumpah update an sekarang parah mana banyak bug heran tiba² layar gak gerak lah itu lah,negative
"Cuma saran, kalo bisa memori nya jangan terlalu besar supaya banyak yg main lgi",positive
Gamenya bagus tapi gak bisa rename lagi setelah pake 2-3 kali,positive
"Makin gak beres,step mobil musuh gk ad,cheater msih ad trus,klo bisa tu cheater d ban permanen woy,",neutral
Kalo bisa tambahin fitur untuk game pad dong min,positive
Parah brow uninstal aja tambah bobrok game nya ngebug trus gak kayak dulu awal awal main parah parah,negative
"Min kayak nya kurang bagus event nya, soal nya titik turun nya cuma 2 dalam 1 event",negative
Ini bug atau apa ko di settingan gyro hidup tapi di gameplay gyronya ga jalan?,negative
"Perbaiki bug, saya tidak bisa lompat dan jalan dalam match pubg",negative
Game yang sangat keren .. semoga game ini lebih berkembang lagi kedepannya.,positive
"Bukannya makin lama makin bagus, ini makin lama malah banyak bug nya",negative
Sudah 6 tahun main tapi tidak pernah di kasih skin m416 yang bagus padahal sudah habis banyak,positive
"Tencent belikan aku ponsel game donk,, yang kuat buat main pubg mobile kaya poco atau yg lain lah..",positive
"Kalau mau di update,tolong di perbaiki koneksi jaringan nya,jaringan gue sangat bagus,tapi klau main game ini sangat buruk,",negative
"pingnya gajelas padahal jaringan udah lancar sekali, pake main game lain lancar giliran pake main game PUBEK pingnya jadi naik jaringan tidak lancar game taik",negative
